Name,Time,Cumulative PnL
Toy,2021-Nov-05 19:13:24.712477,13.664809
Toy,2021-Nov-05 19:14:25.123353,-101.335191
Toy,2021-Nov-05 19:15:26.126823,-101.335191
Toy,2021-Nov-05 19:16:26.759959,-101.335191
Toy,2021-Nov-05 19:17:27.718237,-101.335191
Toy,2021-Nov-05 19:18:30.240112,-8.335191
Toy,2021-Nov-05 19:19:32.272674,-101.335191
Toy,2021-Nov-05 19:20:32.797123,-5.335191
Toy,2021-Nov-05 19:21:35.976901,-4.335191
Toy,2021-Nov-05 19:22:37.288460,6.664809
Toy,2021-Nov-05 19:23:38.154237,12.664809
Toy,2021-Nov-05 19:24:40.092667,-4.335191
Toy,2021-Nov-05 19:25:40.411612,-3.335191
Toy,2021-Nov-05 19:26:42.385465,9.664809
Toy,2021-Nov-05 19:27:42.946241,-101.335191
Toy,2021-Nov-05 19:28:44.357342,-101.335191
Toy,2021-Nov-05 19:29:45.600858,-17.335191
Toy,2021-Nov-05 19:30:45.741732,-101.335191
Toy,2021-Nov-05 19:31:46.098849,-12.335191
Toy,2021-Nov-05 19:32:46.855738,-26.335191
Toy,2021-Nov-05 19:33:48.504940,-101.335191
Toy,2021-Nov-05 19:34:49.910099,-63.335191
Toy,2021-Nov-05 19:35:50.701782,-101.335191
Toy,2021-Nov-05 19:36:52.011860,-276.335191
Toy,2021-Nov-05 19:37:54.313192,-81.335191
Toy,2021-Nov-05 19:38:55.917682,-89.335191
Toy,2021-Nov-05 19:39:57.321817,-79.335191
Toy,2021-Nov-05 19:40:59.001785,-74.335191
Toy,2021-Nov-05 19:42:00.153137,-59.335191
Toy,2021-Nov-05 19:43:01.543427,-37.335191
Toy,2021-Nov-05 19:44:03.155512,-32.335191
Toy,2021-Nov-05 19:45:05.072348,-45.335191
Toy,2021-Nov-05 19:46:06.115357,-276.335191
Toy,2021-Nov-05 19:47:06.411676,-71.335191
Toy,2021-Nov-05 19:48:07.089810,-64.335191
Toy,2021-Nov-05 19:49:07.521294,-43.335191
Toy,2021-Nov-05 19:50:09.077288,-77.335191
Toy,2021-Nov-05 19:51:09.334476,-651.335191
Toy,2021-Nov-05 19:52:10.126294,-651.335191
Toy,2021-Nov-05 19:53:10.932065,-651.335191
Toy,2021-Nov-05 19:54:11.679266,-651.335191
Toy,2021-Nov-05 19:55:12.715261,-0.335191
Toy,2021-Nov-05 19:56:13.029636,-6.335191
Toy,2021-Nov-05 19:57:13.484922,-651.335191
Toy,2021-Nov-05 19:58:14.595934,-651.335191
Toy,2021-Nov-05 19:59:15.410109,-651.335191
Toy,2021-Nov-05 20:00:50.073214,-651.335191
Toy,2021-Nov-05 21:00:00.055570,-651.335191
Toy,2021-Nov-06 04:00:00,-651.335191
Toy,2021-Nov-09 05:00:00,-651.335191
Toy,2021-Nov-10 05:00:00,-651.335191
Toy,2021-Nov-11 05:00:00,-651.335191
Toy,2021-Nov-12 05:00:00,-651.335191
Toy,2021-Nov-13 05:00:00,-651.335191
Toy,2021-Nov-16 05:00:00,-651.335191
Toy,2021-Nov-17 05:00:00,-651.335191
Toy,2021-Nov-18 05:00:00,-651.335191
Toy,2021-Nov-19 05:00:00,-651.335191
Toy,2021-Nov-20 05:00:00,-651.335191
